file	scene	idx	ua
resg07_05.ks	*dummy1	12	Окабе, з якого моменту ти стрибнув?
resg07_05.ks	*dummy1	13	Сьогодні, десь перед сьомою.
resg07_05.ks	*dummy1	14	Схоже, доведеться знову, від самого початку, розповідати все, що я пережив.
resg07_05.ks	*dummy1	15	Хмм…
resg07_05.ks	*dummy1	16	Я коротко розповів про смерті Маюрі, про Судзуху, про Моеку — і про будову світу, як мені пояснила Судзуха.
resg07_05.ks	*dummy1	17	Якщо підсумувати, то перемога — це коли IBN 5100 знову буде в тебе в руках.
resg07_05.ks	*dummy1	18	Це, звісно, лише припущення, але—
resg07_05.ks	*dummy1	19	Спробуй поглянути на слова Амане-сан з протилежного боку.
resg07_05.ks	*dummy1	20	Гадаю, критична точка розгалуження — це та мить, коли ти дістаєш IBN 5100 і стираєш дані в SERN.
resg07_05.ks	*dummy1	21	Найпевніше саме тоді відхилення й перевалить за один відсоток.
resg07_05.ks	*dummy1	22	Питання в тому, де IBN 5100 зараз.
resg07_05.ks	*dummy1	23	Ти вже одного разу тримав IBN 5100 у руках. Якщо твої спогади — не маячня, звісно.
resg07_05.ks	*dummy1	24	Отже, якщо зумієш знову дістатися тієї світової лінії, він неминуче до тебе повернеться, хіба ні?
resg07_05.ks	*dummy1	25	…!
resg07_05.ks	*dummy1	26	Ясно… Справді.
resg07_05.ks	*dummy1	27	IBN 5100 стояв у лабі, а потім раптово зник.
resg07_05.ks	*dummy1	28	Тобто якщо я скасую всі викривлення, які ми внесли у світ, — усі Ді-мейли, що зсунули світову лінію,—
resg07_05.ks	*dummy1	29	то повернуся на «ту лінію, де я знайшов IBN 5100 у святилищі Янабаяші».
resg07_05.ks	*dummy1	30	Ти це хочеш сказати?
resg07_05.ks	*dummy1	31	З усього мого досвіду можу твердо сказати: IBN 5100 зник із лаби не через крадіжку.
resg07_05.ks	*dummy1	32	Я ж, зрештою, весь цей час жив і ночував у лабі.
resg07_05.ks	*dummy1	33	А коли мене не було — там були інші лаборанти. Виходить, майже цілу добу в лабі хтось та був.
resg07_05.ks	*dummy1	34	Витягти такий важкий старий комп'ютер, щоб ніхто не помітив, фізично неможливо.
resg07_05.ks	*dummy1	35	Отже, якийсь Ді-мейл змінив минуле — і нас закинуло на лінію, де IBN 5100 у святилищі Янабаяші взагалі не було.
resg07_05.ks	*dummy1	36	Так усе складається значно краще.
resg07_05.ks	*dummy1	37	Це все одно лише гіпотеза. Я ж суджу винятково з твоїх слів.
resg07_05.ks	*dummy1	38	Якщо ти щось неправильно зрозумів, або мені брешеш, або просто вигадуєш — гіпотеза розсиплеться вмить.
resg07_05.ks	*dummy1	39	Наскільки ж вона мені не довіряє, ця асистентка.
resg07_05.ks	*dummy1	40	І сліпо вірити цій гіпотезі теж не варто.
resg07_05.ks	*dummy1	41	Хоч у тебе й є кілька підстраховок, але якщо через необачність дійдеш до «мату»—
resg07_05.ks	*dummy1	42	то більше вже ніколи не врятуєш Маюрі.
resg07_05.ks	*dummy1	43	…
resg07_05.ks	*dummy1	44	Знаю.\nХотів би я, звісно, почути й думку Судзухи, але…
resg07_05.ks	*dummy1	45	Чому зник IBN 5100? Який саме з надісланих Ді-мейлів став причиною?
resg07_05.ks	*dummy1	46	З'ясувати це — найкоротший шлях до відповіді.
resg07_05.ks	*dummy1	47	Чого я не розумію — то це чому час смерті Маюрі зсунувся рівно на добу.
resg07_05.ks	*dummy1	48	Справді дивно. Може, це якось пов'язано зі зміною відхилення.
resg07_05.ks	*dummy1	49	Можливо, ефект метелика. Тоді й найдрібніша причина дасть величезну різницю в результаті.
resg07_05.ks	*dummy1	50	…
resg07_05.ks	*dummy1	51	Хай там як, головне — діяти обережно. Краще не робити нічого необдуманого.
resg07_05.ks	*dummy1	52	Найнебезпечніше — це якщо загинеш ти.
resg07_05.ks	*dummy1	53	Бо зберігати пам'ять при переході між лініями, найпевніше, здатен лише ти.
resg07_05.ks	*dummy1	54	Затям: якщо ти помреш, Маюрі вже ніхто не врятує.
resg07_05.ks	*dummy1	55	…Ні в якому разі не вмирай.
resg07_05.ks	*dummy1	56	…Ти що, за мене хвилюєшся?
resg07_05.ks	*dummy1	57	Щ-Що?! Що за дурниці, <tips,260,кому це треба>?!
resg07_05.ks	*dummy1	58	Нічого такого й близько! Не вигадуй собі.
resg07_05.ks	*dummy1	59	Я сказала не вмирати тому, що ти цінний піддослідний. Так. Саме так.
resg07_05.ks	*dummy1	60	Хай там що зі світовими лініями, але твій мозок робив стрибки в часі безліч разів — і пам'ять збереглася.
resg07_05.ks	*dummy1	61	А це зразок настільки цінний, що ним можна переписати історію нейронауки.
resg07_05.ks	*dummy1	62	Мені кортить скласти карту твого мозку й побачити, що там узагалі відбувається.
resg07_05.ks	*dummy1	63	Тож якщо ти й далі гнатимеш експерименти на повну, мені це теж на руку.
resg07_05.ks	*dummy1	64	Машина Таймліпу — це, до речі, теж плід моїх досліджень—
resg07_05.ks	*dummy1	65	Візьми себе в руки.
resg07_05.ks	*dummy1	66	…
resg07_05.ks	*dummy1	67	Ця асистентка через кожну дрібницю вередує.
resg07_05.ks	*dummy1	68	Але це зараз не головне.
resg07_05.ks	*dummy1	69	Щоб повернутися на «лінію, де я знайшов IBN 5100 у святилищі Янабаяші», треба скасувати всі надіслані досі Ді-мейли.
resg07_05.ks	*dummy1	70	Теоретично тут наче все сходиться.
resg07_05.ks	*dummy1	71	Іншого шляху немає, тож лишається хапатися за гіпотезу Курісу.
resg07_05.ks	*dummy1	72	Дивлюся на годинник — 17:42.
resg07_05.ks	*dummy1	73	До нальоту Моеки й решти — година.
resg07_05.ks	*dummy1	74	Вирішую стрибнути ще раз.
resg07_05.ks	*dummy1	75	Ціль — 13-те, пополудні. Одразу після того, як Машину Таймліпу добудували.
resg07_05.ks	*dummy1	76	Зроблю, як ти кажеш.
resg07_05.ks	*dummy1	77	Т-Так.
resg07_05.ks	*dummy1	78	Курісу… ти виручала мене вже стільки разів.
resg07_05.ks	*dummy1	79	Окабе…
resg07_05.ks	*dummy1	80	Вибач. За все.
resg07_05.ks	*dummy1	81	Н-Не вибачайся, дурню. Ти мене збиваєш…
resg07_05.ks	*dummy1	82	І взагалі, я ж анічогісінько не пам'ятаю з того, як тобі допомагала! Як ти за це відповідатимеш?!
resg07_05.ks	*dummy1	83	Це ж треба: винний я, а сердиться вона. Не розумію її…
resg07_05.ks	*dummy1	84	Хотіла б я все-таки це пам'ятати…
resg07_05.ks	*dummy1	85	Тоді б я могла будь-коли <tips,261,зловтішатися> з твого жалюгідного вигляду.
resg07_05.ks	*dummy1	86	Ну й паскудний у тебе характер.
resg07_05.ks	*dummy1	87	Хто б це казав.
resg07_05.ks	*check	0	Отак я стрибнув у часі на двадцять вісім годин назад.
resg07_06.ks	*from_resg07_05	0	Таймліп завершено.
resg07_06.ks	*from_resg07_05	1	Курісу — з Машиною Таймліпу, Маюрі — з костюмом для Рюкако: обидві якраз доходять до фінішу.
resg07_06.ks	*from_resg07_05	2	Ще хвилин десять — і в обох буде готово.
resg07_06.ks	*from_resg07_05	3	Я виходжу з лаби й сідаю на лавку перед Майстернею Трубки Брауна.
resg07_06.ks	*from_resg07_05	4	Ще раз пройдімося по плану.
resg07_06.ks	*from_resg07_05	5	Скасувати всі Ді-мейли, які змінили минуле.
resg07_06.ks	*from_resg07_05	6	Морока не з тими, що надсилав я, а з тими, що надсилали інші.
resg07_06.ks	*from_resg07_05	7	Маюрі, Курісу й Дару не надсилали листів, які зсунули б відхилення.
resg07_06.ks	*from_resg07_05	8	Отже, лишається три листи.
resg07_06.ks	*from_resg07_05	9	Від Моеки. Від Рюкако. Від Фейріс.
resg07_06.ks	*from_resg07_05	10	І головна проблема — той, що Фейріс надіслала останнім: я не знаю, що в ньому було.
resg07_06.ks	*from_resg07_05	11	Тож і Ді-мейл, який його скасує, скласти не можу.
resg07_06.ks	*from_resg07_05	12	Треба зв'язатися з Фейріс.
resg07_06.ks	*from_resg07_05	13	Кх…!
resg07_06.ks	*from_resg07_05	14	Не відповідає…
resg07_06.ks	*from_resg07_05	15	На роботі, чи що?
resg07_06.ks	*from_resg07_05	16	Але в цій світовій лінії МейКвін+Няв² не існує.\nІ де вона тепер підробляє — я гадки не маю.
resg07_06.ks	*from_resg07_05	17	Дідько, це вже нестерпно…
resg07_06.ks	*from_resg07_05	18	Вирішую написати Фейріс листа.
resg07_06.ks	*from_resg07_05	19	Вигадувати гарні звороти нема коли.
resg07_06.ks	*from_resg07_05	20	Надсилаю.
resg07_06.ks	*from_resg07_05	21	Чекати відповіді нема часу. Я підводжуся й біжу до будинку Фейріс.
resg07_06.ks	*from_resg07_05	22	Добігаю до входу її елітної багатоповерхівки.
resg07_06.ks	*from_resg07_05	23	Набираю на домофоні квартиру на верхньому поверсі.
resg07_06.ks	*from_resg07_05	24	Дозвольте дізнатися, хто це?
resg07_06.ks	*from_resg07_05	25	Відповідає чоловік.\nМабуть, той дворецький, якого я вже бачив.
resg07_06.ks	*dummy7	0	Ем, мене звати Окабе.
resg07_06.ks	*dummy7	1	Я хотів би побачити Фейрі… тобто Руміхо-сан.
resg07_06.ks	*dummy7	2	На жаль, панночки зараз немає вдома.
resg07_06.ks	*dummy7	3	Тоді де вона зараз?
resg07_06.ks	*dummy7	4	На це я відповісти не можу. Цілком можливо, що панночка не бажає з вами бачитися.
resg07_06.ks	*dummy7	5	Та я ж уже раз до неї приходив!
resg07_06.ks	*dummy7	6	Саме так, добродію. Та все одно я не можу сказати вам, де панночка. Прошу звернутися до неї особисто.
resg07_06.ks	*dummy8	0	Мені треба з нею зв'язатися негайно, а вона не відповідає ні на дзвінки, ні на листи!
resg07_06.ks	*dummy8	1	Тоді спробуйте іншим разом.
resg07_06.ks	*dummy8	2	Кх…!
resg07_06.ks	*dummy8	3	Виходить, шукати Фейріс доведеться самотужки.
resg07_06.ks	*dummy8	4	Але де вона може бути?
resg07_06.ks	*dummy8	5	…Спитаю в Дару.
resg07_06.ks	*dummy8	6	Якщо хто й знає, куди вона поділася, то цей її персональний сталкер.
resg07_06.ks	*dummy8	7	Алло, Окаріне?
resg07_06.ks	*dummy8	8	Гм? Щось у слухавці страшенно гамірно.
resg07_06.ks	*dummy8	9	Дару, ти не знаєш, де зараз Фейріс?
resg07_06.ks	*dummy8	10	Фейріс-тан?
resg07_06.ks	*dummy8	11	Мені треба зв'язатися з нею просто зараз! Кожна секунда на вагу золота!
resg07_06.ks	*dummy8	12	Прямо зараз? Нє, це не вийде.
resg07_06.ks	*dummy8	13	Просто скажи, де вона! Ти ж напевно знаєш усі місця, де вона може бути!
resg07_06.ks	*dummy8	14	Ну, де вона, я знаю.
resg07_06.ks	*dummy8	15	Де?! Де вона?!
resg07_06.ks	*dummy8	16	У залі UPX.
resg07_06.ks	*dummy8	17	Зал… Що це за зал?
resg07_06.ks	*dummy8	18	Ну сьогодні ж фінал «RaiNet AB Гранд-чемпу».
resg07_06.ks	*dummy8	19	«RaiNet AB Гранд-чемп»?
resg07_06.ks	*dummy8	20	Скорочення від «RaiNet AccessBattlers Grand Championship», логічно ж.
resg07_06.ks	*dummy8	21	Це фінал турніру, куди з'їхались рейнетери з усієї Японії. І Фейріс-тан там грає.
resg07_06.ks	*dummy8	22	До речі, Фейріс-тан виграла ще й зимовий Гранд-чемп, тож сьогодні захищає титул. Тримай факт про запас.
resg07_06.ks	*dummy8	23	Фінал… турніру?
resg07_06.ks	*dummy8	24	Ось воно що…!
resg07_06.ks	*dummy8	25	Уже біжу. Який поверх?!
resg07_07.ks	*dummy8	0	За словами Дару, без квитка на глядацькі місця всередину не пускають.
resg07_07.ks	*dummy10	0	Тож нічого не вдієш — чекаю на Фейріс біля входу.
resg07_07.ks	*dummy10	1	П Е Р Е М О Ж Н И Ц Я — Фейріііііс Нян-Нян! Другий чемпіонський титул поспіль! Вітаємо-о-о!
resg07_07.ks	*dummy10	2	Із зали вибухає особливо гучний рев. З уривків коментаря стає ясно: Фейріс перемогла.
resg07_07.ks	*dummy10	3	Думаю, вона вийде нескоро, аж раптом —
resg07_07.ks	*dummy10	4	Хто-небудь! Хто-небудь, сюди, няв! Рятуйте, няв!
resg07_07.ks	*dummy10	5	Із зали вилітає та сама Фейріс.
resg07_07.ks	*dummy10	6	Ледве наші погляди зустрілися — вона хапає мене за руку й тягне бігти.
resg07_07.ks	*dummy10	7	Е-Ей!
resg07_07.ks	*dummy10	8	Кьомо, тікаймо разом, няв!
resg07_07.ks	*dummy10	9	Нічого не розуміючи, озираюся назад —
resg07_07.ks	*dummy10	10	Стояти!
resg07_07.ks	*dummy10	11	За нами женеться зграя гопників, усі як один у чорному.
resg07_07.ks	*dummy10	12	Тупіт за спиною холодить серце. Ми з Фейріс мчимо вулицями Акіби.
resg07_07.ks	*dummy10	13	Кьомо! Ті типи! Не відстають, няв!
resg07_07.ks	*dummy10	14	Чорт…!
resg07_07.ks	*dummy10	15	Знову. Знову мене змушують бігти!
resg07_07.ks	*dummy10	16	Я ж казав! Бігати! Не моє це!
resg07_07.ks	*dummy10	17	Хапаючи ротом повітря, я тягну Фейріс за руку і біжу ще швидше.
resg07_07.ks	*dummy10	18	Петляючи манівцями, ми таки дісталися до будинку, де живе Фейріс.
resg07_07.ks	*dummy10	19	Якщо забігти всередину — ми в безпеці.
resg07_07.ks	*dummy10	20	І все ж.
resg07_07.ks	*dummy10	21	Кьомо! Дивись туди, няв!
resg07_07.ks	*dummy10	22	Що?!
resg07_07.ks	*dummy10	23	Перед під'їздом тиняється кілька тих самих чорних гопників.
resg07_07.ks	*dummy10	24	Кх, вони нас випередили…!
resg07_07.ks	*dummy10	25	Так усередину не потрапити, няв…
resg07_07.ks	*dummy10	26	Хай там як, тікаймо звідси!
resg07_07.ks	*dummy10	27	О, ось вони!
resg07_07.ks	*dummy10	28	Кидай у розсилку, хай усі підтягуються!
resg07_07.ks	*dummy10	29	Кх…!
resg07_07.ks	*dummy10	30	Дідько, скільки ж їх узагалі?!
resg07_07.ks	*dummy10	31	Лишається тільки поспіхом повертати назад.
resg07_07.ks	*dummy10	32	Просто бігати далі — марно.
resg07_07.ks	*dummy10	33	Треба знайти якесь місце, де можна перепочити.
resg07_07.ks	*dummy10	34	Ху-у-ух, хух, х-ха… х-ха… х-ха…
resg07_07.ks	*dummy10	35	І ось незчувся, як ми опинилися тут…
resg07_07.ks	*dummy10	36	Рамен-забігайлівка просто позаду лаби.
resg07_07.ks	*dummy10	37	Чому ми зупиняємось тут, няв? Треба тікати далі—
resg07_07.ks	*dummy10	38	Я підганяю Фейріс і біжу сходами вгору.
resg07_07.ks	*dummy10	39	Перечекаймо тут, поки вони не відступляться.
resg07_07.ks	*dummy10	40	Нарешті можна перевести дух…
resg07_07.ks	*dummy10	41	Взагалі-то стороннім сюди, мабуть, не можна.\nАле нам пощастило: двері були незамкнені, і ми прослизнули всередину.
resg07_07.ks	*dummy10	42	Спробуймо скласти все докупи.
resg07_07.ks	*dummy10	43	За словами Фейріс, ті чоловіки — команда «Viral Attackers».
resg07_07.ks	*dummy10	44	Саме з ними вона щойно билася у фіналі Гранд-чемпіонату RaiNet AB.
resg07_07.ks	*dummy10	45	Після фіналу вони затаїли злість за поразку й почали прискіпуватися, тож Фейріс утекла із зали, навіть не дочекавшись нагородження.
resg07_07.ks	*dummy10	46	Чого раптом такий скандал?
resg07_07.ks	*dummy10	47	Тільки тобі, Кьомо, розкрию таємницю: насправді Фейріс уміє читати чужі думки, няв.
resg07_07.ks	*dummy10	48	Ім'я мого <tips,262,Стенду> — «<tips,263,Усмішка Чеширського Кота>».
resg07_07.ks	*dummy10	49	Чи вона це серйозно, чи просто в неї гостра інтуїція — я не розберу.
resg07_07.ks	*dummy10	50	А вони кажуть, що це шахрайство, няв.
resg07_07.ks	*dummy10	51	Отже, вирішили помститися.
resg07_07.ks	*dummy10	52	Фейріс пояснила, що «Viral Attackers» узагалі славляться тим, що не грають чесно, а беруть підлими прийомами.
resg07_07.ks	*dummy10	53	На попередніх турнірах вони, кажуть, потоптали чимало рейнетерів.
resg07_07.ks	*dummy10	54	Кепська справа. Хай там як, Фейріс мусить бути в безпеці.
resg07_07.ks	*dummy10	55	Вирішую написати Курісу — покликати на допомогу.
resg07_07.ks	*dummy10	56	Ось що я пишу.
resg07_07.ks	*dummy10	57	«Ми з Фейріс сховалися на горішньому поверсі над „Рамен Тасабуро“».
resg07_07.ks	*dummy10	58	«Тут порожньо, хіба що мішки з борошном стоять».
resg07_07.ks	*dummy10	59	«Зброї тут не знайдеш, а сховатися нема за чим — надто голо».
resg07_07.ks	*dummy10	60	«Зараз за нами ганяються ті Viral Attackers».
resg07_07.ks	*dummy10	61	«Розмовляти з ними явно марно, а зі мною Фейріс, тож ризикувати я не можу».
resg07_07.ks	*dummy10	62	«Терміново виклич сюди таксі».
resg07_07.ks	*dummy10	63	Надіслати — і готово.
resg07_07.ks	*dummy10	64	—Фух.
resg07_07.ks	*dummy10	65	А на цьому складі, до речі, спекотно.
resg07_07.ks	*dummy10	66	Ех… Була б тут МейКвін — і кондиціонер тобі, і напій би принесли…
resg07_07.ks	*dummy10	67	Няв?
resg07_07.ks	*dummy10	68	А, та ні, нічого…
resg07_07.ks	*dummy10	69	Кьомо, а звідки ти знаєш назву мейд-кафе, яке мали тут відкрити, няв?
resg07_07.ks	*dummy10	70	Що…?
resg07_07.ks	*dummy10	71	А, ну так, ми ж на якийсь час вішали на сайті оголошення про відкриття й набір покоївок, нявн.
resg07_07.ks	*dummy10	72	Кьомо, ти це бачив, ня-а?
resg07_07.ks	*dummy10	73	…Його мали тут відкрити?
resg07_07.ks	*dummy10	74	Фейріс усе придумала, провела через нараду — усе вже майже вирішили, нявн.
resg07_07.ks	*dummy10	75	Але наприкінці тато сказав «ні», і план накрився, няв.
resg07_07.ks	*dummy10	76	Ех, тато буває такий упертий, няв…
resg07_07.ks	*dummy10	77	Довірив би він кафе Фейріс, ня-а~
resg07_07.ks	*dummy10	78	Ми зібрали б найзвабливіші костюмчики й найчарівніших покоївок і стали б найкращим мейд-кафе Японії, ня-а.
resg07_07.ks	*dummy10	79	Може, навіть перетягли б до Акіби гостей з Накано й Ікебукуро, ня-ав…
resg07_07.ks	*dummy10	80	Ото шкода, няв…
resg07_07.ks	*dummy10	81	…
resg07_07.ks	*dummy10	82	Колишня Акіхабара, що аж кипіла іграми, аніме й двовимірними красунями.\nІ теперішня Акіхабара, що перетворилася на ретро-квартал електроніки.
resg07_07.ks	*dummy10	83	Фейріс… ні, Акіха Руміхо.
resg07_07.ks	*dummy10	84	Ханявн?
resg07_07.ks	*dummy10	85	Ти ж спадкоємиця роду Акіха — значить, і на наради про перебудову Акіхабари ходиш, так?
resg07_07.ks	*dummy10	86	Мняв? Не ходжу, няв.
resg07_07.ks	*dummy10	87	Не ходиш? Але ти ж раніше казала…
resg07_07.ks	*dummy10	88	Ні, стривай. Це вона казала до того, як змінилася світова лінія?
resg07_07.ks	*dummy10	89	На наради ходить тато, няв. Чого б це туди мала ходити Фейріс, няв?
resg07_07.ks	*dummy10	90	Тоді чому ж ти на них ходила… раніше?
resg07_07.ks	*dummy10	91	Ка-жу-ж — не ходжу, няв.
resg07_07.ks	*dummy10	92	Справді. Та й хіба звичайна старшокласниця може засідати на таких нарадах?
resg07_07.ks	*dummy10	93	…Можливо, це ниточка до Ді-мейла Фейріс.
resg07_07.ks	*dummy10	94	Твій тато ж колекціонує ретро-ПК, так?
resg07_07.ks	*dummy10	95	Саме так, няв. А, до речі, IBN 5100 ми досі не знайшли, нявн.
resg07_07.ks	*dummy10	96	А буває таке, щоб він віддавав чи позбувався якогось ретро-ПК?
resg07_07.ks	*dummy10	97	Такого не буває, няв. Тато любить усі свої ПК, няв. Розлучитися з якимось — це немислимо, няв.
resg07_07.ks	*dummy10	98	Тоді чому ж він віддав IBN 5100 до святилища…?
resg07_07.ks	*dummy10	99	А в тебе самої ретро-ПК немає?
resg07_07.ks	*dummy10	100	Татове захоплення мені геть незрозуміле, няв. Фейріс любить косплей, аніме й усе миле, нявн.
resg07_07.ks	*dummy10	101	Припустімо, ти з дитинства сиділа на тих нарадах про перебудову міста.
resg07_07.ks	*dummy10	102	Тоді я затягла б до Акіби купу крамничок з аніме-мерчем, ня-а~
resg07_07.ks	*dummy10	103	Досить глянути на КоміМа — сила отаку неймовірна, няв!
resg07_07.ks	*dummy10	104	Якби ми відкрили такі крамниці, до Акіби точно приходило б набагато більше людей, нявн.
resg07_07.ks	*dummy10	105	Гаразд, це зрозуміло, але…
resg07_07.ks	*dummy10	106	Добре. Скажімо, ти ходила на них роками — і раптом вирішила, що більше не хочеш.
resg07_07.ks	*dummy10	107	Як, по-твоєму, змусити себе в минулому це припинити?
resg07_07.ks	*dummy10	108	Це якийсь психологічний тест, няв?
resg07_07.ks	*dummy10	109	Просто гіпотетичне питання.
resg07_07.ks	*dummy10	110	Фейріс на якийсь час замислюється —
resg07_07.ks	*dummy10	111	Мм… треба щось драматичне, ня-а.
resg07_07.ks	*dummy10	112	Що…?
resg07_07.ks	*dummy10	113	Ну, як у серіалі, няв.
resg07_07.ks	*dummy10	114	Фейріс у таке цілком вірить, няв. Це, мабуть, від тата передалося, нявн.
resg07_07.ks	*dummy10	115	Он як.
resg07_07.ks	*dummy10	116	От, наприклад, якби Фейріс викрали—
resg07_07.ks	*dummy10	117	Раптом Фейріс замовкає.
resg07_07.ks	*dummy10	118	…ви…крали?
resg07_07.ks	*dummy10	119	Фейріс?
resg07_07.ks	*dummy10	120	У-у…
resg07_07.ks	*dummy10	121	Голова болить, няв…
resg07_07.ks	*dummy10	122	С-Слухай, Кьомо…
resg07_07.ks	*dummy10	123	Фейріс, відколи ми зайшли на цей склад, почувається дивно, няв… Хоч Фейріс тут була всього раз, у дитинстві…
resg07_07.ks	*dummy10	124	Але це місце… здається таким знайомим, няв…
resg07_07.ks	*dummy10	125	Ніби я тут постійно ходила… таке відчуття, няв…
resg07_07.ks	*dummy10	126	Що це значить?
resg07_07.ks	*dummy10	127	А…
resg07_07.ks	*dummy10	128	Фейріс раптом хитається і мало не падає на підлогу.
resg07_07.ks	*dummy10	129	…!
resg07_07.ks	*dummy10	130	Фейріс? Що з тобою?
resg07_07.ks	*dummy10	131	А-а…
resg07_07.ks	*dummy10	132	Я… згадала, няв…
resg07_07.ks	*dummy10	133	Що саме?
resg07_07.ks	*dummy10	134	…Я згадала, няв!
resg07_07.ks	*dummy10	135	МейКвін+Няв²!
resg07_07.ks	*dummy10	136	Кьома й Дару-няв були постійними гостями, няв. А Маюші працювала разом зі мною, няв.
resg07_07.ks	*dummy10	137	…Справді? Ти справді це згадала?
resg07_07.ks	*dummy10	138	Спогад з іншої світової лінії?
resg07_07.ks	*dummy10	139	І як ви в кафе говорили про машину часу.
resg07_07.ks	*dummy10	140	І як просила в обмін на пошуки IBN 5100 дати мені машину часу.
resg07_07.ks	*dummy10	141	І ще як я розгромила тебе й Дару-нява: час із течією річки — нявдале порівняння!
resg07_07.ks	*dummy10	142	І як склала криваву присягу, щоб стати лаборанткою.
resg07_07.ks	*dummy10	143	А Ді-мейл? Ти згадала, що було в Ді-мейлі?
resg07_07.ks	*dummy10	144	…
resg07_07.ks	*dummy10	145	Невже саме цього вона й не згадала?
resg07_07.ks	*dummy10	146	Згадала, але…
resg07_07.ks	*dummy10	147	Вислухай мене, Фейріс! Від цього залежить життя Маюрі!
resg07_07.ks	*dummy10	148	Е… Маюші…?
resg07_07.ks	*dummy10	149	Так. Я мушу повернути назад минуле, яке переписав твій Ді-мейл—
resg07_07.ks	*dummy10	150	Якщо я не здобуду IBN 5100, Маюрі помре…
resg07_07.ks	*dummy10	151	…
resg07_07.ks	*dummy10	152	Знаю, звучить по-дурному, але це правда…
resg07_07.ks	*dummy10	153	Тому прошу тебе… Щоб скасувати той Ді-мейл, треба надіслати ще один—
resg07_07.ks	*dummy10	154	Не можна, няв!
resg07_07.ks	*dummy10	155	Повернути все назад не можна, няв…
resg07_07.ks	*dummy10	156	Бажання, яке Фейріс здійснила тим Ді-мейлом—
resg07_07.ks	*dummy10	157	Те, що здійснила Фейріс—
resg07_07.ks	*dummy10	158	…повернути до життя тата, який помер десять років тому, няв.
resg07_07.ks	*dummy10	159	—?!
resg07_07.ks	*dummy10	160	Що вона сказала…?
resg07_07.ks	*dummy10	161	Я змінила минуле, щоб тато не помер, нявн.
resg07_07.ks	*dummy10	162	Той статечний, добрий на вигляд тато… помер десять років тому?
resg07_07.ks	*dummy10	163	Це пояснює геть усе.
resg07_07.ks	*dummy10	164	Але я не можу вимовити ні слова.
resg07_07.ks	*dummy10	165	Скасувати той Ді-мейл, що відвернув смерть її батька, —
resg07_07.ks	*dummy10	166	це ж те саме, що вбити його вдруге?
resg07_07.ks	*dummy10	167	Фейріс справді ховається в такому місці?
resg07_07.ks	*dummy10	168	Бачили, як двоє, схожі на них, зайшли всередину.
resg07_07.ks	*dummy10	169	?!
resg07_07.ks	*dummy10	170	Вони йдуть сюди?!
resg07_07.ks	*dummy10	171	То нас таки бачили!
resg07_07.ks	*dummy10	172	Треба якось їх перечекати.
resg07_07.ks	*dummy10	173	Якщо покличуть підмогу — нам кінець.
resg07_07.ks	*dummy10	174	…!
resg07_07.ks	*dummy10	175	Чорт, саме зараз…!
resg07_07.ks	*dummy10	176	Де ти?
resg07_07.ks	*dummy10	177	Алло—
resg07_07.ks	*dummy10	178	Окабе! Чуєш?! Таксі викликала, але треба ще трохи почекати!
resg07_07.ks	*dummy10	179	Нас виявили… Вони просто переді мною…!
resg07_07.ks	*dummy10	180	Гей, виходь!
resg07_07.ks	*dummy10	181	Ховатися марно, чуєш!
resg07_07.ks	*dummy10	182	Ясно. Тоді слухай, як вибратися. Ви ж не рушали з того місця, так?
resg07_07.ks	*dummy10	183	Розсипте по кімнаті борошно й тікайте. Зрозумів?
resg07_07.ks	*dummy10	184	Розсипати…?
resg07_07.ks	*dummy10	185	А потім увімкни світло.
resg07_07.ks	*dummy10	186	Он воно що. Тепер ясно.
resg07_07.ks	*dummy10	187	Зрозумів. Кінець зв'язку.
resg07_07.ks	*dummy10	188	?!
resg07_07.ks	*dummy10	189	Хапаю найближчий мішок з борошном, рву його — і розкидаю все в повітря.
resg07_07.ks	*dummy10	190	Якого біса?!
resg07_07.ks	*dummy10	191	Нічого не видно…! Кхе-кхе!
resg07_07.ks	*dummy10	192	Прослизаю повз розгублених чоловіків, майже несучи Фейріс, і кидаюся до виходу.
resg07_07.ks	*dummy10	193	Просто біля дверей мені впадає в око вимикач.
resg07_07.ks	*dummy10	194	Виштовхую Фейріс першою і в останню мить, зачиняючи двері, клацаю вимикачем.
resg07_07.ks	*dummy10	195	Ми надворі.
resg07_07.ks	*dummy10	196	І тієї ж миті.
resg07_07.ks	*dummy10	197	З-за дверей лунає тріск, наче розірвалася в'язка петард.
resg07_07.ks	*dummy10	198	<tips,264,Вибух пилу>.
resg07_07.ks	*dummy10	199	Тепер тим двом якийсь час буде не до нас — навздогін не побіжать!
resg07_07.ks	*dummy10	200	Кхе-кхе, кхе-кхе-кхе!
resg07_07.ks	*dummy10	201	Таксі, яке мало по нас приїхати, ще нема.
resg07_07.ks	*dummy10	202	Але й чекати ми не можемо.
resg07_07.ks	*dummy10	203	Треба швидше забиратися звідси…!
resg07_07.ks	*dummy10	204	Але на шум перед забігайлівкою вже збіглися інші гопники в чорному.
resg07_07.ks	*dummy10	205	Гей, ось вони, знайшли!
resg07_07.ks	*dummy10	206	Хе-хе-хе! Не втечете!
resg07_07.ks	*dummy10	207	Чорт! Невже це кінець—!
resg07_07.ks	*dummy10	208	А-а-а! Там 4°C під машину потрапив, ня-а!
resg07_07.ks	*dummy10	209	Щ-Що?! 4°C-сана?!
