src	id	field	ua
mail	FM_From_MOE0215	sender	Блискучий Палець
mail	FM_From_MOE0215	subject	Усього потроху
mail	FM_From_MOE0216	body	Нічого не спадає на думку, я зовсім розгубилася…　Моека
mail	FM_From_MOE0216	sender	Блискучий Палець
mail	FM_From_MOE0216	subject	Не знаю, що робити
mail	FM_From_MOE0217	body	Знайшов щось про IBN 5100? У мене зовсім нічого. Обійшла купу магазинів, але на вітрині — жодного. Мабуть, таки треба було питати продавців. Напиши, будь ласка, чи є в тебе якийсь результат.　Моека
mail	FM_From_MOE0217	sender	Блискучий Палець
mail	FM_From_MOE0217	subject	Є інформація?
mail	FM_From_MOE0218	body	Ти бачив мій попередній лист? Як бачив, то відпиши, гаразд? А, і давай віднині виходити на зв'язок регулярно. Щодня о сьомій вечора обмінюватися інформацією. Як тобі? Хіба не гарна ідея? Давай так. Не хочеш? Скажи, що ти думаєш.　Моека
mail	FM_From_MOE0218	sender	Блискучий Палець
mail	FM_From_MOE0218	subject	Агов?
mail	FM_From_MOE0219	body	Який товар? Невже IBN 5100? Віддай!!!　Моека
mail	FM_From_MOE0219	sender	Блискучий Палець
mail	FM_From_MOE0219	subject	Re:Re:Є інформація?
mail	FM_From_MOE0220	body	Забула сказати. Я, взагалі-то, перевіряю пошту цілодобово. Тож на попередній лист можеш відповісти коли завгодно. Тільки якнайшвидше, будь ласка.　Моека
mail	FM_From_MOE0220	sender	Блискучий Палець
mail	FM_From_MOE0220	subject	Забула сказати
mail	FM_From_MOE0221	body	Позич!!!　Моека
mail	FM_From_MOE0221	sender	Блискучий Палець
mail	FM_From_MOE0221	subject	Re:Re:Re:Re:Є інформація?
mail	FM_From_MOE0301	body	Окабе-кун, я прийшла, як ти й казав. Ти ж обіцяв показати мені IBN 5100? Тебе немає? Світло горить, вікно навстіж. Якщо ти всередині, відчини, будь ласка, двері. Я зараз стою перед будівлею.　Моека
mail	FM_From_MOE0301	sender	Блискучий Палець
mail	FM_From_MOE0301	subject	Я вже тут
mail	FM_From_MOE0302	body	Ти що, спиш? Чи навмисне мене ігноруєш? Я вже піднімаюся сходами.　Моека
mail	FM_From_MOE0302	sender	Блискучий Палець
mail	FM_From_MOE0303	body	Хоч відповідь напиши… Чи ти вдаєш, що тебе нема? Я вже під дверима. Моека
mail	FM_From_MOE0303	sender	Блискучий Палець
mail	FM_From_MOE0304	body	Хотіла постукати, але в цій будівлі так темно… страшно. Здалося, ніби зараз щось вилізе, і я не змогла шуміти… ><　Моека
mail	FM_From_MOE0304	sender	Блискучий Палець
mail	FM_From_MOE0305	body	Тебе немає? Ти зараз де? Ще в Акіхабарі?　Моека
mail	FM_From_MOE0305	sender	Блискучий Палець
mail	FM_From_MOE0305	subject	Тебе немає?
mail	FM_From_MOE0306	body	Я постукаю. Якщо ти там, відповідай.　Моека
mail	FM_From_MOE0306	sender	Блискучий Палець
mail	FM_From_MOE0306	subject	стукаю
mail	FM_From_MOE0307	body	Ти ж сказав, що можна прийти подивитися?　Моека
mail	FM_From_MOE0307	sender	Блискучий Палець
mail	FM_From_MOE0307	subject	Ага
mail	FM_From_MOE0308	body	Вибач, якщо це незручно. Але я дуже хочу побачити.　Моека
mail	FM_From_MOE0308	sender	Блискучий Палець
mail	FM_From_MOE0308	subject	Прийшла раптово
mail	FM_From_MOE0309	body	Можна сфотографувати♪　Моека
mail	FM_From_MOE0309	sender	Блискучий Палець
mail	FM_From_MOE0310	body	Можна позичити? Ну будь ласка-будь ласка?　Моека
mail	FM_From_MOE0310	sender	Блискучий Палець
mail	FM_From_MOE0310	subject	5100
mail	FM_From_MOE0311	body	І допоможи мені його донести, будь ласка.　Моека
mail	FM_From_MOE0311	sender	Блискучий Палець
mail	FM_From_MOE0311	subject	Було б добре
mail	FM_From_MOE0312	body	Це ж нечесно ＞＜　Тоді скажи хоч, де ти його знайшов… ну?　Моека
mail	FM_From_MOE0312	sender	Блискучий Палець
mail	FM_From_MOE0312	subject	Це ж
mail	FM_From_MOE0313	body	Що це значить — надсилати листи в минуле?　Моека
mail	FM_From_MOE0313	sender	Блискучий Палець
mail	FM_From_MOE0313	subject	Я почула…
mail	FM_From_MOE0314	body	FB?
mail	FM_From_MOE0314	sender	Блискучий Палець
mail	FM_From_MOE0314	subject	Невже
mail	FM_From_MOE0315	body	Що таке Круглий Стіл? Розкажи.　Моека
mail	FM_From_MOE0315	sender	Блискучий Палець
mail	FM_From_MOE0315	subject	???
mail	FM_From_MOE0316	body	Операція «Урд»? Звучить якось по-військовому.　Моека
mail	FM_From_MOE0316	sender	Блискучий Палець
mail	FM_From_MOE0316	subject	урд?
mail	FM_From_MOE0317	body	Маюрі-сан — весела людина.　Моека
mail	FM_From_MOE0317	sender	Блискучий Палець
mail	FM_From_MOE0317	subject	хех
mail	FM_From_MOE0318	body	Змінити минуле… Хочу побачити.　Моека
mail	FM_From_MOE0318	sender	Блискучий Палець
mail	FM_From_MOE0318	subject	Це
mail	FM_From_MOE0319	body	Про який хаос ідеться? Ти що, небезпечна людина, Окабе-кун?　Моека
mail	FM_From_MOE0319	sender	Блискучий Палець
mail	FM_From_MOE0319	subject	Хаос?
mail	FM_From_MOE0320	body	Я так не думаю. Ти не позичив мені IBN 5100. Злий ти.　Моека
mail	FM_From_MOE0320	sender	Блискучий Палець
mail	FM_From_MOE0320	subject	Не згодна
mail	FM_From_MOE0321	body	Окабе-кун теж весела людина.　Моека
mail	FM_From_MOE0321	sender	Блискучий Палець
mail	FM_From_MOE0321	subject	хехех
mail	FM_From_MOE0322	body	Ефект метелика… не знаю такого. Усі такі розумні. Я не встигаю за розмовою ＞＜　Моека
mail	FM_From_MOE0322	sender	Блискучий Палець
mail	FM_From_MOE0322	subject	метелик?
mail	FM_From_MOE0323	body	Багато світів? Тобто світів багато? Не віриться.　Моека
mail	FM_From_MOE0323	sender	Блискучий Палець
mail	FM_From_MOE0323	subject	Як у романі
mail	FM_From_MOE0324	body	Ця суперечка ні до чого не веде.　Моека
mail	FM_From_MOE0324	sender	Блискучий Палець
mail	FM_From_MOE0324	subject	Це вже
mail	FM_From_MOE0325	body	SERN? Ти сказав SERN?!　Моека
mail	FM_From_MOE0325	sender	Блискучий Палець
mail	FM_From_MOE0325	subject	!!!
mail	FM_From_MOE0401	body	Я теж хочу надіслати Ді-мейл! Можна…?　Моека
mail	FM_From_MOE0401	sender	Блискучий Палець
mail	FM_From_MOE0401	subject	Маю прохання
mail	FM_From_MOE0402	body	Відповідай, будь ласка. Я ж теж лаборант, правда? Тож можна, хіба ні? Прошу! Дуже прошу!　Моека
mail	FM_From_MOE0402	sender	Блискучий Палець
mail	FM_From_MOE0402	subject	Не можна?
mail	FM_From_MOE0403	body	Я ж одна з лаборантів, чи ні?　Моека
mail	FM_From_MOE0403	sender	Блискучий Палець
mail	FM_From_MOE0403	subject	Я теж
mail	FM_From_MOE0404	body	Взагалі-то я вже стою під будинком♪　Моека
mail	FM_From_MOE0404	sender	Блискучий Палець
mail	FM_From_MOE0404	subject	Взагалі-то
mail	FM_From_MOE0405	body	Дякую, що дозволив мені цю забаганку, хоч вона й егоїстична.　Моека
mail	FM_From_MOE0405	sender	Блискучий Палець
mail	FM_From_MOE0405	subject	Тобто
mail	FM_From_MOE0406	body	І ще… можна ще одну забаганку? Я хочу, щоб зміст мого листа лишився в таємниці, якщо можна.　Моека
mail	FM_From_MOE0406	sender	Блискучий Палець
mail	FM_From_MOE0406	subject	І ще про це
mail	FM_From_MOE0407	body	Це особисте, мені соромно, якщо ви всі прочитаєте…　Моека
mail	FM_From_MOE0407	sender	Блискучий Палець
mail	FM_From_MOE0407	subject	Просто…
mail	FM_From_MOE0408	body	Тоді, може, покажеш мені Ді-мейли, які ви вже надсилали? Хочу глянути для взірця, а тоді вирішу.　Моека
mail	FM_From_MOE0408	sender	Блискучий Палець
mail	FM_From_MOE0408	subject	Ем
mail	FM_From_MOE0409	body	Історія вже не потрібна. Зроблю, як ти сказав, — не буду ховати листа.　Моека
mail	FM_From_MOE0409	sender	Блискучий Палець
mail	FM_From_MOE0409	subject	Зрозуміла
mail	FM_From_MOE0410	body	Днів чотири тому я змінила модель телефона. Але покористувалася трохи й почала думати, що краще було не міняти. Тож хочу надіслати Ді-мейл собі чотири дні тому — щоб не міняла. Тоді телефон, який у мене в руках, зміниться, хіба ні?　Моека
mail	FM_From_MOE0410	sender	Блискучий Палець
mail	FM_From_MOE0410	subject	Мій задум
mail	FM_From_MOE0411	body	Щось трапилося? Я зараз трохи зайнята. Вибач. Напишу пізніше.　Моека
mail	FM_From_MOE0411	sender	Блискучий Палець
mail	FM_From_MOE0411	subject	Це Моека
mail	FM_From_MOE0501	body	Що сталося з машиною часу?　Моека
mail	FM_From_MOE0501	sender	Блискучий Палець
mail	FM_From_MOE0501	subject	Слухай
mail	FM_From_MOE0502	body	Ви ще нею користуєтесь? Чи знищили? Розібралися, як вона працює?　Моека
mail	FM_From_MOE0502	sender	Блискучий Палець
mail	FM_From_MOE0502	subject	Машина часу
mail	FM_From_MOE0503	body	Що таке таймліп? Розкажи докладно!　Моека
mail	FM_From_MOE0503	sender	Блискучий Палець
mail	FM_From_MOE0503	subject	Що це?
mail	FM_From_MOE0504	body	Що воно таке — той таймліп?!　Моека
mail	FM_From_MOE0504	sender	Блискучий Палець
mail	FM_From_MOE0504	subject	Та що це?!
mail	FM_From_MOE0505	body	Це ж просто неймовірно… Гадаю, справжнє відкриття. Вітаю. Коли плануєте закінчити?　Моека
mail	FM_From_MOE0505	sender	Блискучий Палець
mail	FM_From_MOE0505	subject	Це ж
mail	FM_From_MOE0601	body	Треба поговорити. Уже йду до вас.　Моека
mail	FM_From_MOE0601	sender	Блискучий Палець
mail	FM_From_MOE0601	subject	Окабе-кун
mail	FM_From_MOE0901	body	IBN 5100 мені поки не потрібен.　Моека
mail	FM_From_MOE0901	sender	Блискучий Палець
mail	FM_From_MOE0902	body	Начальство наказало припинити пошуки.　Моека
mail	FM_From_MOE0902	sender	Блискучий Палець
mail	FM_From_MOE0903	body	Звідки ти знаєш про FB? Де ти про це почув?　Моека
mail	FM_From_MOE0903	sender	Блискучий Палець
mail	FM_From_MOE0904	body	Тож IBN 5100 мені поки не потрібен.　Моека
mail	FM_From_MOE0904	sender	Блискучий Палець
mail	FM_From_MOE0905	body	Начальство наказало припинити.　Моека
mail	FM_From_MOE0905	sender	Блискучий Палець
mail	FM_From_MOE0906	body	Звідки ти знаєш про FB? Де ти це почув?　Моека
mail	FM_From_MOE0906	sender	Блискучий Палець
mail	FM_From_OKA0301	body	021219343537
mail	FM_From_OKA0301	sender	Темний Фенікс
mail	FM_From_OKA0302	body	Купи ЛОТО 6
mail	FM_From_OKA0302	sender	Темний Фенікс
mail	FM_From_OKA0303	body	точно виграш!
mail	FM_From_OKA0303	sender	Темний Фенікс
mail	FM_From_OKA0401	body	Не бійся погроз
mail	FM_From_OKA0401	sender	Темний Фенікс
mail	FM_From_OKA0402	body	Асистентки! Слі
mail	FM_From_OKA0402	sender	Темний Фенікс
mail	FM_From_OKA0403	body	дкуй за Судзухою!
mail	FM_From_OKA0403	sender	Темний Фенікс
mail	FM_From_OKA0701	body	Слідкування від
mail	FM_From_OKA0701	sender	Темний Фенікс
mail	FM_From_OKA0702	body	мінити. Той лис
mail	FM_From_OKA0702	sender	Темний Фенікс
mail	FM_From_OKA0703	body	т — пастка SERN.
mail	FM_From_OKA0703	sender	Темний Фенікс
mail	FM_From_SUZ0401	body	Прощай.
mail	FM_From_SUZ0401	sender	Воїн На Півставки
mail	FM_From_SUZ0401	subject	Вибач
mail	FM_From_SUZ0601	body	Прощай.
mail	FM_From_SUZ0601	sender	Джон Тайтор
mail	FM_From_SUZ0601	subject	Дякую
mail	FM_From_TEN0901	body	"M4, може, ти й справді не надто вправна з людьми. Але це можна назвати і твоєю особливістю. Та й зі мною ж ми якось порозумілися, хіба ні? Щиро кажучи, я не знаю нікого, хто працював би так віддано, як ти. Я тобі дуже вдячна. І я рада, що ти стала Раундером. Навіть якщо більше ніхто цього не цінує, я на тебе дивлюся уважно. Пиши мені будь-коли, не соромся.

І ще: ти ж у Нагої — то спробуй якусь місцеву страву. Якщо їсти лише онігірі з крамнички, то й вітамінів не буде. Тобі не смакує ця їхня місова кухня? Але в твоєму віці вже негарно бути такою вибагливою. Найбільше рекомендую місо-нікомі-удон.

Наступне завдання — у Токіо, в Акіхабарі, тож протягом тижня знайди квартиру, куди можна переїхати. Я переказала тобі спеціальну премію. Отже, до зв'язку. Твоя мама, FB."
mail	FM_From_TEN0901	sender	FB
mail	FM_From_TEN0901	subject	Re: Вибачте_що_від_мене_ніякої_користі
mail	FM_From_TIT0201	body	Якщо все, що ти написав у листі, — правда, то це надзвичайно цікаво. Особливо те, що в IBN 5100 є приховані функції: я досі нікому про це не казав. І те, що ти про це знаєш, мене справді дивує. Принаймні я не бував у 2000 році. Хоча можу там побувати згодом. Можливих варіантів три. Перший: Джон Тайтор, який з'явився у 2000-му, — це я з майбутнього. Тобто я, який зараз у 2010-му, згодом потраплю в 2000 рік і переконливо напишу те, що дізнався від тебе. Але тут виникає парадокс: що було перше — курка чи яйце? Другий: це твоя вигадка або марення. Але я хочу серйозно розглянути те, що ти кажеш, тож поки що відкладу цю можливість. Третій: ти міг бачити те, що написав я з іншої світової лінії. Тобто десять років тому ти був на іншій світовій лінії, ніж та, на якій ми зараз. Але тоді дещо не сходиться. Коли світова лінія зсувається, вся причинність від минулого до майбутнього перебудовується так, щоб не виник парадокс. Станом на 2036 рік ця теорія доведена. Тому в тебе взагалі не має бути «пам'яті про іншу світову лінію». Хіба що ти, як і я, мандрівник у часі… Ти маєш якісь припущення на цей рахунок?
mail	FM_From_TIT0201	sender	Джон Тайтор
mail	FM_From_TIT0201	subject	Ти_кажеш_правду?
mail	FM_From_TIT0202	body	Це дуже стара власна мова програмування IBN, яку використовували до 1975 року. Щоб її розшифрувати, потрібен лише IBN 5100.
mail	FM_From_TIT0202	sender	Джон Тайтор
mail	FM_From_TIT0202	subject	Де_ти_це_знайшов?
mail	FM_From_TIT0301	body	Вітаю, Кьома. Я прочитав твій лист. Як ти й припускаєш, ти змінив минуле, і світова лінія зсунулася — тут сумнівів немає. Єдине, чого я не розумію: у тебе збереглася пам'ять про час до зміни минулого. Це справді так?
mail	FM_From_TIT0301	sender	Джон Тайтор
mail	FM_From_TIT0301	subject	Дуже_цікаво
mail	FM_From_TIT0302	body	…Не знаю. Зміна минулого через листи — явище, якого не передбачали навіть у 2036 році, звідки я. Ти цього разу змінив минуле й зсунув світову лінію. Але людей, які зберігають пам'ять крізь світові лінії й можуть спостерігати ці зсуви, досі не було зафіксовано. І все ж… Кьома. Можливо, ти маєш таку силу. Можливо, саме ти здатен повести світ туди, куди потрібно. За межу відхилення в 1%.
mail	FM_From_TIT0302	sender	Джон Тайтор
mail	FM_From_TIT0302	subject	Re: Re: Дуже_цікаво
mail	FM_From_TIT0303	body	Я підтвердив: нинішнє відхилення (коефіцієнт зміни світової лінії) — 0.571015%. У мене є спеціальний вимірювач. Щоправда, суб'єктивний і відносний. Числа до зміни минулого я не знаю: пам'яті про ту світову лінію в мене немає. Те, що я писав на форумі, ніби світ побудований за моделлю Еверетта-Вілера, — вигадка. Насправді він тримається на структурі під назвою «поле атрактора».
mail	FM_From_TIT0303	sender	Джон Тайтор
mail	FM_From_TIT0303	subject	Re: Числа
mail	FM_From_TIT0304	body	Поле атрактора — це, простіше кажучи, скупчення світових ліній, які сходяться до одного результату. Ним можна пояснити й те, що колись звали «долею» чи «випадковістю». Змінювати світову лінію по дрібницях майже немає сенсу: незначні відхилення через збіжність приведуть до того самого кінця. А те, що лежить за межами поля атрактора, за відхиленням в 1%, — це справжня свобода. Поки цю стіну не пробито, майбутнє буде антиутопією. Моя мета — змінити таке майбутнє. І, можливо, силу для цього маєш саме ти.
mail	FM_From_TIT0304	sender	Джон Тайтор
mail	FM_From_TIT0304	subject	Спостереження_збіжності
mail	FM_From_TIT0305	body	"Кьома, я хочу,
щоб ти став месією."
mail	FM_From_TIT0305	sender	Джон Тайтор
mail	FM_From_TIT0305	subject	Майбутнє
mail	FM_From_XXX0001	sender	sg-epk@jtk93.x29.jp
mail	FM_From_XXX0002	sender	sg-epk@jtk93.x29.jp
mail	FM_From_XXX0401	body	Ми за тобою стежимо.
mail	FM_From_XXX0401	sender	patghqwskm@ninesixpbb.com
mail	FM_From_XXX0501	body	Ти знаєш занадто багато.
mail	FM_From_XXX0501	sender	patghqwskm@ninesixpbb.com
mail	FM_From_XXX1101	body	Увімкни телевізор.
mail	FM_From_XXX1101	sender	sg-epk@jtk93.x29.jp
mail	FM_From_XXX1102	sender	sg-epk@jtk93.x29.jp
mail	FM_To_DAR0001	body	Схоже, Макісе Курісу вдарили ножем. Здається, все погано</e>Схоже, Макісе Курісу вдарив ножем якийсь чоловік. Хто — не знаю. Здається, все погано. Що ж тепер буде
mail	FM_To_DAR0001	sender	Дару
mail	FM_To_DAR0001	subject	Кепські справи
mail	FM_To_DAR0901	body	Перед Дайбуру ж є камери схову, так? Перевір просто зараз, чи зайнята велика шафка справа внизу. Прошу. Це дуже важливо.
mail	FM_To_DAR0901	sender	Дару
mail	FM_To_DAR0901	subject	Маю прохання
mail	FM_To_DAR1001	body	Завтра зламуємо SERN. Приходь до лаби об 11.
mail	FM_To_DAR1001	sender	Дару
mail	FM_To_DAR1001	subject	Завтра діємо
mail	FM_To_FEI0701	body	Це Окабе! Терміново озвися! Часу немає!
mail	FM_To_FEI0701	sender	Фейріс
mail	FM_To_FEI0701	subject	Озвися!
mail	FM_To_FEI0702	body	Викрадення то жарт тату люблю тебе ще побачимось
mail	FM_To_FEI0702	sender	future-gadget8@hardbank.ne.jp
mail	FM_To_KRS0401	body	Завтра — термінова нарада, тож усім лаборантам зібратися в лабораторії до 13:00. Відмова від цього виклику не приймається. Прибути обов'язково!
mail	FM_To_KRS0401	sender	Асистентка
mail	FM_To_KRS0401	subject	Плани на суботу
mail	FM_To_KRS0701	body	Ми з Фейріс переховуємося на горішньому поверсі над «Рамен Тасабуро». Тут порожньо, хіба мішки з борошном стоять. Нічого схожого на зброю немає, та й сховатися ніде. Нас переслідують ті Viral Attackers. Не схоже, що з ними можна домовитись, а зі мною Фейріс, тож ризикувати я не можу. Терміново виклич сюди таксі
mail	FM_To_KRS0701	sender	Асистентка
mail	FM_To_KRS0701	subject	Потрібна допомога!
mail	FM_To_LUK0801	body	Так і мало бути. Це я так вирішив, тобі нема через що картатися
mail	FM_To_LUK0801	sender	Рюкако
mail	FM_To_LUK0801	subject	Це мій власний вибір
mail	FM_To_MAY0201	body	Якщо я тобі потрібен — передзвони або напиши
mail	FM_To_MAY0201	sender	Маюрі
mail	FM_To_MAY0201	subject	Ти щойно дзвонила?
mail	FM_To_MAY1001	body	Я теж прийшов на КоміМа, зустріньмося. Ти де?
mail	FM_To_MAY1001	sender	Маюрі
mail	FM_To_MAY1001	subject	Я на місці
mail	FM_To_MAY1002	body	Агов, ти в косплей-зоні? Чи деінде? Відпиши
mail	FM_To_MAY1002	sender	Маюрі
mail	FM_To_MAY1002	subject	Відпиши
mail	FM_To_MOE0101	sender	Блискучий Палець
mail	FM_To_MOE0101	subject	Адреса
mail	FM_To_MOE0102	body	Чутки про IBN 5100 справді ходили. Але це й справді вкрай рідкісний ПК. Кілька фанатів заліза місяць тому обнишпорили всю Акіхабару — і нічого. Міська легенда виявилася пусткою. Ель Псай Конґру
mail	FM_To_MOE0102	sender	Блискучий Палець
mail	FM_To_MOE0102	subject	Re: Чекаю на відповідь
mail	FM_To_MOE0201	body	080-X094-X626
mail	FM_To_MOE0201	sender	Блискучий Палець
mail	FM_To_MOE0201	subject	Подзвони
mail	FM_To_MOE0202	body	Дай свій номер телефону. І повідом усе, що ти знаєш про IBN 5100
mail	FM_To_MOE0202	sender	Блискучий Палець
mail	FM_To_MOE0202	subject	Re: Re: Подзвони
mail	FM_To_MOE0203	body	Припини слати листи по шматочку. Благаю, збери все, що хочеш сказати, і надішли разом!
mail	FM_To_MOE0203	sender	Блискучий Палець
mail	FM_To_MOE0203	subject	Re: Re: Re: Re: Подзвони 2
mail	FM_To_MOE0204	body	От і добре. Я теж узявся шукати IBN 5100. Обмінюймося інформацією. На цей лист відповідати не треба
mail	FM_To_MOE0204	sender	Блискучий Палець
mail	FM_To_MOE0204	subject	Re: Вибачаюся, якщо заважаю
mail	FM_To_MOE0205	body	Річ у мене. Кінець зв'язку
mail	FM_To_MOE0205	sender	Блискучий Палець
mail	FM_To_MOE0205	subject	Re: Є новини?
mail	FM_To_MOE0206	body	На жаль, власник не я, тож віддати не можу
mail	FM_To_MOE0206	sender	Блискучий Палець
mail	FM_To_MOE0206	subject	Re: Re: Re: Є новини?
mail	FM_To_MOE0207	body	Позичити теж не вийде. Подивитися — будь ласка, приходь до нашої лабораторії. Ось адреса. Чійода-ку, Сотоканда 3-6-\#\#, будівля Охіяма, 2-й поверх
mail	FM_To_MOE0207	sender	Блискучий Палець
mail	FM_To_MOE0207	subject	Re: Re: Re: Re: Re: Є новини?
mail	FM_To_MOE0208	body	IBN 5100 у мене. Позичити не можу, але як хочеш подивитися — приходь до нашої лабораторії. Ось адреса. Чійода-ку, Сотоканда 3-6-\#\#, будівля Охіяма, 2-й поверх
mail	FM_To_MOE0208	sender	Блискучий Палець
mail	FM_To_MOE0208	subject	Re: Забув сказати
mail	FM_To_MOE0401	body	Гаразд. Лаборант номер 005, Блискучий Палець. Негайно прибувай до лабораторії
mail	FM_To_MOE0401	sender	Блискучий Палець
mail	FM_To_MOE0401	subject	Re: І я теж
mail	FM_To_MOE0402	body	Щойно прочитаєш цей лист — одразу вийди на зв'язок
mail	FM_To_MOE0402	sender	Блискучий Палець
mail	FM_To_MOE0402	subject	Це я!
mail	FM_To_MOE0403	body	Я дістав IBN 5100. Ти знала?
mail	FM_To_MOE0403	sender	Блискучий Палець
mail	FM_To_MOE0403	subject	Термінова перевірка
mail	FM_To_MOE0601	body	Маю важливу розмову про машину часу, хочу зустрітися лише з тобою. Біля UPX під шляхопроводом є парковка. Там о п'ятій, згода? Приходь обов'язково сама. Інакше я нічого не скажу
mail	FM_To_MOE0601	sender	Блискучий Палець
mail	FM_To_MOE0601	subject	Цілком таємно
mail	FM_To_MOE0901	body	Можемо зустрітися зараз? Маю термінову справу.
mail	FM_To_MOE0901	sender	Блискучий Палець
mail	FM_To_MOE0901	subject	Це Окабе
mail	FM_To_MOE0902	body	Час міняти модель. Скоро розберуть, не дістанеш
mail	FM_To_MOE0902	sender	future-gadget8@hardbank.ne.jp
mail	FM_To_MOE0903	body	GG01 — топ. Не поміняєш зараз — прогавиш
mail	FM_To_MOE0903	sender	future-gadget8@hardbank.ne.jp
mail	FM_To_MOE0904	body	Міняй модель! Твій телефон проклятий, несе біду
mail	FM_To_MOE0904	sender	future-gadget8@hardbank.ne.jp
mail	FM_To_MOE0905	body	Не ходи в святилище, це пастка, речі там немає!
mail	FM_To_MOE0905	sender	future-gadget8@hardbank.ne.jp
mail	FM_To_MOE0906	body	Пошук ретро-ПК припинити, чекати, з місця не рухатись
mail	FM_To_MOE0906	sender	future-gadget8@hardbank.ne.jp
mail	FM_To_MOE0907	body	Пошук ретро-ПК припинити, чекати, з місця не рухатись
mail	FM_To_MOE0907	sender	future-gadget8@hardbank.ne.jp
mail	FM_To_OKA0301	body	021219343537 Купуй ЛОТО СІКС виграш точний!
mail	FM_To_OKA0301	sender	ТелефоноХвильовка (робоча назва)
mail	FM_To_OKA0401	body	Не піддавайся Курісу, сідай на хвіст Судзусі!
mail	FM_To_OKA0401	sender	ТелефоноХвильовка (робоча назва)
mail	FM_To_OKA0601	body	Стеження відміна, той лист — пастка SERN
mail	FM_To_OKA0601	sender	ТелефоноХвильовка (робоча назва)
mail	FM_To_TIT0201	body	"・2015 року розпочнеться Третя світова війна
</d>・До 2036 року Земля забруднена після ядерної війни
</d>・Ви подорожували з 2036-го в 1975-й, щоб дістати IBN 5100
</d>・IBN 5100 має приховану функцію.
</d>・Про неї знають лише окремі інженери IBN.
</d>・1998 року в Америці ви бачилися з «собою малим» і «своїми ще молодими батьками»
</d>・Ви були військовим і добровільно пішли в подорожі в часі
</d>・Ви американець

</d>Так ви описували себе десять років тому. Чому нинішні ваші слова інші?

І ще: десять років тому Джон залишив кілька пророцтв, частина справдилася, частина — ні. Якщо Джон із майбутнього, то чому пророцтва не справдилися?

Хотів би почути переконливе пояснення"
mail	FM_To_TIT0201	sender	Джон Тайтор
mail	FM_To_TIT0201	subject	Перепрошую за раптовий лист
mail	FM_To_TIT0202	body	Ви можете сказати, що це за програмний код?
mail	FM_To_TIT0202	sender	Джон Тайтор
mail	FM_To_TIT0202	subject	Re: Ви справжній?
mail	FM_To_TIT0301	body	Дякую за пояснення щодо IBN 5100. Той програмний код — база даних SERN. Тепер про інше: я зумів створити машину, яка надсилає листи в минуле. Якщо надіслати лист у минуле й змінити його, чи змінюється світова лінія? Частина подій стала «такою, що не відбувалася», — чи є ще якісь наслідки? Ви казали, що світ побудований за багатосвітовою інтерпретацією; хотів би почути, на чому це ґрунтується.
mail	FM_To_TIT0301	sender	Джон Тайтор
mail	FM_To_TIT0301	subject	Маю питання
mail	FM_To_TIT0302	body	Це факт. Таке саме траплялося й раніше. Що це означає?
mail	FM_To_TIT0302	sender	Джон Тайтор
mail	FM_To_TIT0302	subject	Re: Цікаво
mail	FM_To_TIT0303	body	Що таке відхилення? Як саме вимірюють цей показник?
mail	FM_To_TIT0303	sender	Джон Тайтор
mail	FM_To_TIT0303	subject	Показник
mail	FM_To_TIT0304	body	Що таке поле атрактора? Що ж, власне, лежить за межею відхилення в 1\%?
mail	FM_To_TIT0304	sender	Джон Тайтор
mail	FM_To_TIT0304	subject	Той бік
mail	FM_To_TIT0501	body	Чи немає у вас дочки на ім'я Судзуха? Або, може, вам відоме ім'я Баррел Тайтор? Якщо щось із цього вам знайоме — вийдіть на зв'язок. Вона вас шукає.
mail	FM_To_TIT0501	sender	Джон Тайтор
mail	FM_To_TIT0501	subject	Особисте питання
mail	FM_To_XXX0901	body	FBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFBFB
mail	FM_To_XXX0901	sender	FB
mail	RM_From_CRS04_01_A	body	《Звіт》 ти таки написав, я сподіваюся? І щоб ти знав: учора я жартувати не збиралася. Якщо не написав, то Окабе не має жодного права називати себе 《науковцем》. Про те, наскільки важливі наукові праці, я 《знаю краще》 за тебе, першачка, який щойно вступив до університету!
mail	RM_From_CRS04_01_A	sender	Асистентка
mail	RM_From_CRS04_01_A	subject	Написав?
mail	RM_From_CRS04_02_A	body	Який ще «безумний»? Ти дурний? Ти ж просто «безнадійний учений»!
mail	RM_From_CRS04_02_A	sender	Асистентка
mail	RM_From_CRS04_02_A	subject	Науковець??
mail	RM_From_CRS04_03_A	body	Не смій називати це «дідівським жартом»!
mail	RM_From_CRS04_03_A	sender	Асистентка
mail	RM_From_CRS04_03_A	subject	Безнадійний_учений
